1,0.24925, 0.24862293         nan  0.5         1.        , 1.          0.          0.002       0.00195408,1986, 0, 0, 0, 1967, 0, 0, 0, 1996, 0, 4, 0, 2039, 0, 4, 4
2,0.30175, 0.73289902  0.36393443  0.72368421  0.26792671, 0.11329305  0.11286223  0.055       0.90718124,225, 111, 10, 1640, 2, 222, 5, 1738, 78, 116, 110, 1696, 2, 161, 27, 1857
3,0.42275, 0.56606943  0.34244283  0.40060929  0.39275766, 0.50906344  0.31215048  0.526       0.34440645,1011, 348, 388, 239, 318, 614, 562, 473, 250, 320, 1052, 378, 207, 511, 624, 705
4,0.435125, 0.62042875  0.3788122   0.37043566  0.46282373, 0.49546828  0.23995933  0.7355      0.27063996,984, 252, 614, 136, 267, 472, 901, 327, 151, 198, 1471, 180, 184, 324, 985, 554
5,0.4455, 0.55572214  0.35227806  0.45614849  0.41924198, 0.55991944  0.38129131  0.4915      0.35124573,1112, 406, 261, 207, 361, 750, 422, 434, 283, 379, 983, 355, 245, 594, 489, 719
