5,0.0, 0.0, 7.6477184578143019e-288, 3.6852484419576024e-254, 2.7023954856847352e-215
10,1.6274181359576758e-144, 3.3221113170085271e-103, 1.7102509378390376e-135, 0.0, 0.0, 2.0717891311492211e-102, 8.0496684512925904e-159, 7.6477184578143019e-288, 3.6852484419576024e-254, 2.7023954856847352e-215
20,1.6274181359576758e-144, 1.4666224776211332e-80, 3.3221113170085271e-103, 1.7102509378390376e-135, 1.7529700883072834e-84, 0.0, 1.4967331906771142e-77, 0.0, 8.6402416426369087e-84, 3.9288403655424931e-95, 3.2801368275231199e-95, 2.0717891311492211e-102, 8.0496684512925904e-159, 7.6477184578143019e-288, 3.6852484419576024e-254, 2.7023954856847352e-215, 5.9862802346067584e-82, 3.902485034874293e-79, 2.3206555506307787e-93, 8.48608802119898e-94
30,1.6274181359576758e-144, 1.4666224776211332e-80, 3.3221113170085271e-103, 1.7102509378390376e-135, 1.7529700883072834e-84, 3.75865341117378e-62, 1.7162939458636766e-74, 5.4597389123665621e-68, 2.2168169701550177e-66, 0.0, 1.4967331906771142e-77, 8.0071167897962351e-68, 0.0, 3.139212043607412e-71, 8.6402416426369087e-84, 3.9288403655424931e-95, 9.2132622655324451e-69, 3.2801368275231199e-95, 2.0717891311492211e-102, 2.038779967211532e-71, 8.0496684512925904e-159, 7.6477184578143019e-288, 3.6852484419576024e-254, 3.7911796404029677e-68, 7.1437666761316441e-76, 2.7023954856847352e-215, 5.9862802346067584e-82, 3.902485034874293e-79, 2.3206555506307787e-93, 8.48608802119898e-94
40,1.6274181359576758e-144, 1.4666224776211332e-80, 3.3221113170085271e-103, 1.7102509378390376e-135, 1.6326170955645404e-56, 1.7529700883072834e-84, 1.7700852500610836e-55, 7.7760701643646342e-58, 1.894409289186412e-61, 3.75865341117378e-62, 1.7162939458636766e-74, 5.4597389123665621e-68, 1.4788843291732604e-59, 2.2168169701550177e-66, 2.1145150428790568e-60, 0.0, 1.4967331906771142e-77, 8.0071167897962351e-68, 0.0, 1.8401257743447617e-58, 3.139212043607412e-71, 8.6402416426369087e-84, 3.9288403655424931e-95, 9.2132622655324451e-69, 3.2801368275231199e-95, 8.731837148648385e-62, 5.1008796923699989e-62, 2.0717891311492211e-102, 2.038779967211532e-71, 8.0496684512925904e-159, 7.6477184578143019e-288, 3.6852484419576024e-254, 3.7911796404029677e-68, 6.6999103142381296e-62, 7.1437666761316441e-76, 2.7023954856847352e-215, 5.9862802346067584e-82, 3.902485034874293e-79, 2.3206555506307787e-93, 8.48608802119898e-94
50,1.6274181359576758e-144, 1.4666224776211332e-80, 3.3221113170085271e-103, 1.7102509378390376e-135, 1.6326170955645404e-56, 1.7529700883072834e-84, 3.6486783491305293e-54, 1.7700852500610836e-55, 7.7760701643646342e-58, 6.7639706936444522e-53, 1.894409289186412e-61, 3.75865341117378e-62, 6.2726609534417588e-53, 1.7162939458636766e-74, 6.0344605961670996e-52, 5.4597389123665621e-68, 1.4788843291732604e-59, 2.2168169701550177e-66, 2.1145150428790568e-60, 0.0, 1.4967331906771142e-77, 8.0071167897962351e-68, 0.0, 6.7219054889111398e-53, 1.8401257743447617e-58, 7.8795907653530224e-53, 2.8674143805415814e-53, 1.0517877562032495e-52, 3.139212043607412e-71, 8.6402416426369087e-84, 3.9288403655424931e-95, 9.2132622655324451e-69, 3.2801368275231199e-95, 8.731837148648385e-62, 5.1008796923699989e-62, 2.0717891311492211e-102, 2.038779967211532e-71, 8.0496684512925904e-159, 7.6477184578143019e-288, 1.8255858831767162e-54, 3.6852484419576024e-254, 4.2867005172343442e-55, 3.7911796404029677e-68, 6.6999103142381296e-62, 7.1437666761316441e-76, 2.7023954856847352e-215, 5.9862802346067584e-82, 3.902485034874293e-79, 2.3206555506307787e-93, 8.48608802119898e-94
